Middle_depth,Dryopteris,Larix,Ranunculus,Caltha,Urtica,Betula,Alnus,Rumex,Fragaria,Pyrus,Saxifraga,Lotus,Trifolium,Vicia,Acer,Oxalis,Hedera,Solanum,Triticum,Zea,Festuca,Carex,Corylus,Sanicula,Utricularia,Vaccinium,Agrostis,Anthoxanthum,Briza,Calamagrostis,Elymus,Phragmites,Polygonatum,Juglans,Valeriana,Astragalus,Fagus,Mentha,Aruncus,Potentilla,Chrysosplenium,Ulmus,Myriophyllum,Galium,Plantago,Zannichellia,Woodsia,Thelypteris,Ajuga,Molinia,Salix,Seseli,Pimpinella,Bellis,Centaurea,Eleocharis,Scirpus,Hepatica,Calystegia,Aconitum,Peucedanum,Lonicera,Thymus,Veratrum,Lamium,Leontodon,Solidago,Lysimachia,Braya,Doronicum,Succisa,Myosotis,Lycopus,Scorzoneroides,Thuja,Humulus,Morus,Quercus,Vitis,Rhamnus,Populus,Prunus,Lathyrus,Medicago,Linum,Daucus,Pastinaca,Veronica,Artemisia,Bromus,Panicum,Poa,Carpinus,Achillea,Calluna,Alopecurus,Phalaris,Glyceria,Laserpitium,Aegopodium,Angelica,Cirsium,Eriophorum,Hedysarum,Hibiscus,Dryas,Rorippa,Stachys,Hypericum,Sanguisorba,Lapsana,Polystichum,Abies,Cedrus,Pinus,Clematis,Cannabis,Malus,Geum,Laburnum,Phaseolus,Geranium,Convolvulus,Ceratophyllum,Sparganium,Lythrum,Potamogeton,Cichorium,Erica,Brachypodium,Deschampsia,Filipendula,Rubus,Menyanthes,Cystopteris,Gymnocarpium,Impatiens,Fraxinus,Origanum,Prunella,Hippuris,Trollius,Campanula,Anthriscus,Heracleum,Erigeron,Pedicularis,Empetrum,Rhinanthus,Thalictrum,Ammi,Primula,Arrhenatherum,Melampyrum,Crocus,Persicaria,Tilia,Carduus,Leucanthemum,Conopodium,Anthyllis,Bistorta,Cynoglossum,Clinopodium,Cynosurus,Phyteuma,Stuckenia,Vahlodea,Comarum,Betonica,Hedlundia,Equisetum,Picea,Spinacia,Silene,Cerastium,Rosa,Ribes,Lupinus,Euphorbia,Sambucus,Cynara,Cornus,Secale,Typha,Chamaedaphne,Crepis,Juncus,Pyrola,Ophioglossum,Epipactis,Melica,Nardus,Gentiana,Anemone,Crataegus,Sorbus,Athyrium,Polypodium,Selinum,Bidens,Euphrasia,Actaea,Melilotus,Hippophae,Taraxacum,Leymus,Petasites,Digitaria,Chelidonium,Cicerbita,Schoenus,Androsace,Trisetum,Anchusa,Phegopteris,Orthilia,Tussilago,Ficaria,Sagina,Chamaenerion,Micranthes,Helictochloa,Struthiopteris,Papaver,Pinguicula,Arum,Acorus,Avena,Stellaria,Phleum,Glechoma,Salvia,Agrimonia,Alchemilla,Danthonia,Polygonum,Carum,Monotropa,Sonchus,Cardamine,Arctostaphylos,Catabrosa,Myrica,Atriplex,Saponaria,Parnassia,Lemna,Hordeum,Lolium,Setaria,Agropyron,Epilobium,Callitriche,Viola,Senecio,Oxytropis,Scrophularia,Luzula,Ononis,Scabiosa,Anthemis,Elatine,Milium,Oreojuncus,Arenaria,Helianthus,Aegilops,Puccinellia,Triglochin,Pilosella,Chenopodium,Brassica,Raphanus,Sinapis,Pisum,Hyoscyamus,Lactuca,Aethusa,Echinochloa,Ligusticum,Tripleurospermum,Cota,Omalotheca,Arctium,Nymphaea,Asplenium,Paris,Hydrocharis,Trichophorum,Draba,Galeopsis,Dasiphora,Lilium,Pteridium,Malva,Hippocrepis,Tephroseris,Marchantia,Thlaspi,Phyllostachys,Levisticum,Gentianella,Arabis,Hieracium,Buglossoides,Fumaria,Minuartia,Anthericum,Silybum,Mercurialis,Ligularia,Nuphar,Najas,Hyssopus,Bupleurum,Cryptogramma,Selaginella,Juniperus,Hordelymus,Armeria,Viscum,Cochlearia,Euonymus,Convallaria,Arabidopsis,Cucurbita,Ipomoea,Ilex,Dioscorea,Allium,Scheuchzeria,Inula,Serratula,Scilla,Ligustrum,Lathraea,Linnaea,Cucumis,Cuscuta,Lithospermum,Consolida,Coptidium,Cassiope,Reseda,Telekia,Corydalis,Ricinus,Spiraea,Hydrocotyle,Adoxa,Cypripedium,Polygala,Chamorchis,Matteuccia,Arnica,Antennaria,Cladium,Daphne,Camelina,Scorzonera,Botrypus,Frangula,Saussurea,Fagopyrum,Sedum,Glycine,Cymbalaria,Ambrosia,Dactylis,Erodium,Echinops,Bartsia,Suaeda,Rhynchospora,Centaurium,Sibbaldia,Cistus,Helianthemum,Trigonella,Arctanthemum,Tanacetum,Montia,Koenigia,Spergularia,Moehringia,Atocion,Iberis,Rhodiola,Spergula,Eurybia,Eremogone,Viscaria,Glebionis,Mononeuria,Sabulina,Cherleria
804.9,0,0,2067,1004,0,1236,37603,27,22,141,604,48,220,0,38061,593,3494,207,0,0,0,913,135581,0,126,103,0,0,0,71,0,1341,633,92,305,0,394,26,100,125,158,271320,0,1574,0,77,0,549,148,330,2523,0,55,0,23,0,42,0,20,73,22,73,48,0,0,18,0,0,0,0,108,0,0,0,0,20113,0,1991,0,376,1549,1126,1990,0,22,0,0,0,0,0,0,0,1028,0,0,0,573,0,42,0,260,534,0,0,1375,0,0,0,0,170,0,0,490,0,359,0,0,1941,449,0,0,145,0,0,243,35,0,0,0,251,0,2932,1089,31,0,0,0,2792,56,0,97,15,0,45,0,13,270,0,0,23,15,0,0,332,0,0,2079,38,68,0,31,78,0,0,0,0,132,0,0,0,215,1541,501,0,0,16,80,0,0,31,0,57,0,0,0,0,86,0,0,0,0,0,0,0,193,161,276,0,1874,60,0,0,0,0,243,0,0,294,0,0,0,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,0,0,0,31,31,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,41,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845.6,572,0,1244,708,0,1343,34807,0,11,181,2114,0,217,87,33532,430,4947,249,0,18,159,648,164511,0,0,410,0,0,0,49,0,1333,266,0,325,294,0,0,35,82,297,303863,0,1131,0,0,0,0,136,196,4612,21,0,0,85,0,38,0,0,101,20,129,27,0,0,22,0,0,0,0,153,0,0,0,0,14993,122,6489,0,1191,3105,961,835,0,0,0,0,0,0,0,0,22,1442,0,0,0,1599,0,54,0,125,406,0,59,1357,144,0,0,0,160,0,90,1334,0,717,0,0,2019,372,0,0,182,0,0,192,0,0,0,0,198,0,1431,1071,0,0,0,0,1610,0,0,73,22,0,22,0,25,0,0,10,0,0,45,0,79,0,0,1501,0,40,0,0,89,58,0,0,0,0,0,0,0,236,2077,282,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,23,0,0,0,194,207,257,0,2059,123,0,0,0,0,453,0,0,227,15,0,0,121,0,0,0,0,33,40,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,23,0,0,0,0,0,0,0,0,0,195,88,0,35,0,0,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,12,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,0,0,0,0,17,0,0,0,0,0,0,0,0,22,11,16,18,0,0,0,0,0,16,0,0,0,0,12,42,0,18,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.6,0,0,2232,965,54,1424,40320,22,0,144,608,0,735,0,51303,378,5258,249,0,0,0,694,186661,94,0,136,0,0,0,137,14,1141,696,68,285,282,0,89,0,83,0,257386,109,966,0,69,0,0,171,278,2901,0,76,0,0,0,39,11,28,247,0,70,0,0,0,26,32,0,0,0,95,66,0,0,0,17274,0,2389,97,841,2108,1030,1557,0,0,0,0,47,0,0,0,18,1417,0,0,0,569,0,80,0,228,544,32,54,1159,205,0,0,0,93,0,167,253,0,376,0,0,1960,562,0,0,161,0,0,281,0,252,0,0,384,63,1350,1333,58,0,0,0,1783,81,0,76,0,0,42,0,0,150,0,56,21,0,0,0,0,0,0,1739,82,80,0,39,156,45,51,0,0,0,0,0,0,267,1969,181,0,0,0,54,120,0,42,0,0,40,0,0,0,0,0,0,0,47,0,0,0,143,153,312,0,3233,41,0,11,0,0,461,0,0,214,0,0,0,40,0,0,0,0,0,78,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,14,0,0,0,0,0,0,44,94,0,23,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0,0,21,0,20,0,0,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,46,0,0,110,0,0,35,0,0,0,21,31,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.5,2736,547,1965,758,0,20559,168118,161,0,2173,5248,541,1409,307,65747,849,9734,0,85,155,488,17600,288920,112,2094,1783,0,0,0,1632,0,23941,0,180,3384,2419,0,192,431,2174,271,404338,320,960,0,0,49,3460,296,8191,30141,351,622,0,224,185,166,1692,0,1001,1510,2686,553,0,0,1352,166,0,0,0,3660,190,388,85,0,2088,180,7676,0,468,29545,8870,4164,0,0,0,0,159,83,0,0,170,3301,47,70,0,0,0,2190,0,1274,2960,335,745,0,2438,11,0,150,1106,10,1026,0,90,30384,0,0,2831,833,0,0,6929,0,88,352,2868,1077,0,0,555,175,983,11496,15448,722,42,36,8072,351,10,147,841,1211,302,66,0,1439,0,94,506,0,0,0,0,0,0,0,556,725,0,1235,207,436,220,0,0,177,0,0,0,4145,0,603,0,129,28,974,712,0,403,0,0,146,0,756,0,313,169,277,0,933,0,0,0,793,540,5700,102,634,1077,0,0,213,0,34207,29,0,3959,162,0,1082,5528,0,0,0,0,740,428,0,0,117,44,0,59,81,60,0,0,0,96,0,0,0,0,628,0,0,223,0,0,0,3209,0,0,0,0,279,0,0,167,0,0,57,0,619,42,319,0,80,42,575,0,0,33,17,22,0,0,0,0,0,39,28,0,0,0,0,0,38,0,48,0,0,0,0,7085,0,0,0,0,0,0,0,13,54,110,538,26,0,0,0,0,0,0,149,0,0,0,0,102,0,0,257,0,0,0,0,12,0,0,0,60,0,0,0,0,42,0,0,0,0,34,143,0,27,29,0,0,0,0,0,0,0,13,0,0,0,52,0,24,32,0,0,0,20,10,34,22,31,17,125,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966.1,0,0,2808,599,0,10293,43184,0,0,911,648,181,199,186,49651,0,0,0,0,0,62,1036,120026,0,135,98,0,0,0,264,0,1303,2766,55,527,799,72,0,0,325,56,240245,0,1351,0,0,0,0,0,987,11935,0,353,0,84,0,0,0,0,415,0,503,97,0,0,98,33,0,0,23,311,0,45,0,0,0,0,286,0,996,21699,12957,3683,0,0,0,0,0,0,0,0,0,988,20,0,0,0,0,527,0,497,1364,66,145,199,439,0,0,0,535,0,0,18,0,8530,0,0,764,618,0,0,539,0,0,222,0,0,0,0,1448,91,5030,2722,30,0,0,0,43,225,0,0,91,0,61,0,0,187,0,135,29,0,101,0,0,0,0,747,0,0,0,183,171,0,37,0,0,127,0,0,0,1787,0,143,0,0,0,203,330,0,0,0,132,0,0,0,0,171,0,0,0,661,620,0,0,311,346,3000,0,136,274,0,0,0,0,0,0,0,280,0,0,50,29,0,0,0,0,26,0,0,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,62,0,0,53,0,0,0,61,0,20,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,74,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003.8,0,0,2637,0,0,7544,110,0,0,0,1089,375,0,235,0,0,0,0,0,0,0,1619,0,0,0,87,93,0,0,592,0,827,2847,0,1616,0,0,0,0,1375,0,0,0,5068,0,0,0,0,0,1132,8002,80,419,0,0,40,0,0,0,734,25,291,416,0,0,398,47,0,0,0,156,0,0,0,0,0,0,0,0,1055,2894,1616,4739,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,565,0,953,0,3473,0,0,0,2159,0,0,0,0,17877,0,0,75,135,0,0,2270,0,0,0,0,284,0,0,492,67,1110,1702,0,0,0,0,0,0,0,0,283,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,495,0,284,743,0,0,0,0,7037,0,0,0,113,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,229,0,0,0,300,0,0,0,1595,0,0,0,0,0,0,0,0,0,7725,0,0,0,0,0,64,75,0,0,0,0,67,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1347,0,0,0,0,34,0,0,0,0,0,0,192,0,0,2183,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043.8,0,0,5025,275,0,9490,148,0,48,42,2718,498,0,148,0,0,0,0,0,0,383,1578,92,0,189,0,0,0,0,622,129,1294,2706,0,1959,945,0,0,0,2384,0,0,0,7738,0,0,0,0,0,1483,11090,69,1019,0,0,0,0,0,0,1322,0,0,675,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,938,4776,0,0,0,0,112,0,0,0,0,0,172,0,18,0,0,927,0,94,1029,97,1436,0,1985,0,0,0,2999,0,0,0,0,12846,0,0,0,199,0,0,10552,0,0,0,0,225,0,0,787,167,2620,1616,0,0,0,0,0,0,0,0,299,0,0,56,22,222,0,0,226,0,44,0,0,0,0,0,0,663,0,0,1174,81,0,0,0,270,0,0,0,0,0,0,0,54,0,262,140,0,0,0,0,0,0,0,0,788,0,359,0,0,0,0,0,2769,0,136,0,0,0,0,0,0,0,8233,21,0,0,0,0,0,340,341,0,0,0,214,97,22,0,0,0,0,0,0,0,0,0,0,0,72,0,12,0,131,0,0,0,0,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,89,0,253,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100.5,0,0,624,137,0,3411,0,0,0,0,650,220,0,0,0,0,0,0,0,0,161,523,0,0,0,0,29,0,0,228,0,597,374,0,1074,890,72,0,0,260,0,0,0,4218,0,0,0,0,0,624,2158,0,307,0,0,0,0,0,0,11,0,0,147,0,0,129,0,0,0,0,97,0,0,0,0,0,0,0,0,88,1643,900,174,0,0,0,0,33,0,0,0,23,0,0,0,0,44,0,0,0,105,147,44,171,0,331,0,0,0,0,0,0,0,0,7461,0,0,47,0,0,0,151,0,0,0,0,0,0,0,0,79,24,2545,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,114,46,0,0,0,0,0,0,0,0,105,0,164,0,0,0,100,352,0,0,0,0,0,0,0,0,0,0,96,0,0,75,0,0,2333,0,167,0,0,0,0,0,0,0,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,22,0,0,0,0,0,32,0,0,196,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179.7,0,0,6567,776,0,60781,1135,310,0,0,138430,0,0,0,0,0,0,0,0,0,7939,19563,0,0,0,0,0,0,0,0,0,98,0,0,130,0,0,0,0,1396,0,0,1004,17488,0,0,0,0,0,0,230799,0,0,0,3104,0,204,0,0,0,0,0,12799,0,0,15144,0,0,0,0,0,0,0,4459,0,0,0,0,0,0,1601,0,0,0,0,0,0,0,13804,138,0,2654,318,14654,0,0,0,0,0,0,0,0,3406,69121,0,145855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,506,0,0,3871,4492,0,0,0,17905,0,0,1396,0,0,0,0,0,0,0,3087,1797,0,0,27013,1021,0,0,0,0,0,0,0,0,14327,441,0,1854,0,0,0,0,0,0,0,0,0,0,0,498,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,204,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,0,0,0,473,0,53487,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555,0,0,0,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283.8,0,0,213,0,20,258885,1379,271,0,82,119575,0,648,128,48,0,0,311,0,85,84005,21888,1903,0,0,83,2042,3921,0,0,857,0,0,211,0,81111,639,74,56,5035,0,163,0,16651,55,0,0,0,0,0,408349,462,0,0,641,561,0,0,0,0,0,0,7815,0,67,17566,0,124,135,0,0,508,0,1616,0,70,0,273,0,0,2489,238,255,0,20730,0,0,0,43983,756,0,6884,1216,12604,0,0,516,305,0,0,37,113,335,427152,0,374604,0,0,33,51,0,0,0,0,807,0,0,98,87,51,123,94,0,0,0,0,51,98,0,0,761,70,125,33,0,0,125,0,317,0,41,247,31094,0,0,232,1116,0,0,952,0,3076,0,0,0,240,0,349,510,0,0,110517,1764,66,101,129,0,0,36,0,24,3337,78,0,1647,137351,128,0,267,0,0,0,0,0,0,0,361,734,0,0,0,0,0,0,0,36,28,0,0,0,0,469,25,0,0,1661,78,170,0,18,0,0,677,5999,48,0,0,2050,0,227,0,179,752,0,0,0,0,0,147,879,252,0,135,0,60,0,0,0,0,0,0,0,177,94,0,173,79,0,73,0,37,20,25,0,162,162,104206,0,0,0,650,0,0,646,5819,17279,0,0,933,0,0,137,113,0,0,0,0,3517,0,0,0,0,0,0,0,27,0,0,0,98,0,0,27,0,0,0,70,60,0,0,0,0,86,0,109,0,0,0,73,0,174,47,0,0,0,6922,0,0,0,35,4521,0,24,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,131,51,0,0,0,0,0,0,0,159,0,44,0,3993,0,0,4812,28,93,60,96,40,5788,50,36,106,39,197,32,31,45,1440,39,132,211,217,248,45,81,43,22,43,48,20,189,96,37,37,216,82
